epoch,accuracy,loss,top3_acc,top5_acc,val_accuracy,val_loss,val_top3_acc,val_top5_acc
38,0.9872727394104004,0.790713906288147,0.9981818199157715,1.0,0.9642857313156128,0.8476424813270569,1.0,1.0
39,0.9727272987365723,0.8661735653877258,0.9981818199157715,1.0,1.0,0.828981876373291,1.0,1.0
40,0.9672726988792419,0.9228639602661133,0.9945454597473145,1.0,0.9285714030265808,1.0091164112091064,0.9642857313156128,0.9642857313156128
41,0.9818181991577148,0.9256324768066406,0.9945454597473145,1.0,0.9642857313156128,0.9061099886894226,1.0,1.0
42,0.9927272796630859,0.8638337254524231,0.9981818199157715,0.9981818199157715,0.9285714030265808,0.9885308146476746,0.9642857313156128,1.0
43,0.9981818199157715,0.8263594508171082,1.0,1.0,0.9285714030265808,1.0471866130828857,0.9642857313156128,1.0
44,1.0,0.7856592535972595,1.0,1.0,0.9285714030265808,0.858453094959259,1.0,1.0
45,0.9909090995788574,0.7795943021774292,1.0,1.0,0.9642857313156128,0.836493194103241,1.0,1.0
46,0.996363639831543,0.7613412141799927,1.0,1.0,0.9642857313156128,0.8160430192947388,1.0,1.0
47,1.0,0.7295491695404053,1.0,1.0,0.9642857313156128,0.7864806056022644,1.0,1.0
48,1.0,0.6954267621040344,1.0,1.0,0.9642857313156128,0.735813558101654,1.0,1.0
49,1.0,0.6767125129699707,1.0,1.0,1.0,0.6318736672401428,1.0,1.0
50,1.0,0.6644002199172974,1.0,1.0,0.9642857313156128,0.6700834631919861,1.0,1.0
51,1.0,0.6543092131614685,1.0,1.0,0.9642857313156128,0.6639742255210876,1.0,1.0
52,1.0,0.6380302906036377,1.0,1.0,1.0,0.5900782942771912,1.0,1.0
53,0.9763636589050293,0.7127527594566345,0.9945454597473145,1.0,0.7857142686843872,1.17274010181427,0.9642857313156128,1.0
54,0.9818181991577148,0.7546622157096863,0.9981818199157715,1.0,0.7857142686843872,1.2185863256454468,0.9642857313156128,0.9642857313156128
55,0.9618181586265564,0.8520926237106323,0.996363639831543,0.9981818199157715,0.3214285671710968,3.013352632522583,0.7142857313156128,0.8571428656578064
56,0.9727272987365723,0.862102746963501,0.9981818199157715,1.0,0.8928571343421936,1.0827903747558594,0.9642857313156128,0.9642857313156128
57,0.9672726988792419,0.8786752820014954,0.9927272796630859,0.9981818199157715,0.6428571343421936,1.785156011581421,0.8214285969734192,0.8214285969734192
58,0.9745454788208008,0.8773689866065979,0.9945454597473145,0.9981818199157715,0.8928571343421936,0.9543940424919128,0.9642857313156128,0.9642857313156128
59,0.9618181586265564,0.8615797758102417,0.996363639831543,0.9981818199157715,0.9285714030265808,0.8511317372322083,1.0,1.0
60,0.9818181991577148,0.803668200969696,0.9981818199157715,1.0,1.0,0.7026275992393494,1.0,1.0
61,0.9945454597473145,0.750286340713501,0.9981818199157715,1.0,0.9285714030265808,0.785679817199707,1.0,1.0
62,0.9872727394104004,0.7598788738250732,0.9945454597473145,0.996363639831543,0.9285714030265808,0.9239813685417175,1.0,1.0
